investor_id,transaction_type,sip_amount,age_group,gender
INV000403,Lumpsum,446276,18-25,Female
INV004885,Lumpsum,205827,26-35,Male
INV004179,SIP,10791,26-35,Female
INV000204,Redemption,464869,36-45,Male
INV002696,Redemption,210730,18-25,Male
INV002407,SIP,3067,36-45,Male
INV004619,Redemption,354341,46-55,Male
INV002684,Redemption,54182,36-45,Female
INV003987,Lumpsum,202747,26-35,Female
INV002832,Lumpsum,450241,26-35,Male
INV001836,Redemption,223426,26-35,Male
INV003191,SIP,9560,18-25,Female
INV003310,SIP,951,26-35,Male
INV001356,SIP,8631,26-35,Male
INV000129,Redemption,203736,26-35,Female
INV000272,SIP,55006,46-55,Male
INV000555,SIP,26273,26-35,Female
INV002807,Lumpsum,312672,46-55,Male
INV000183,SIP,56386,26-35,Male
INV004091,Redemption,63809,26-35,Male
INV001958,Lumpsum,304672,36-45,Male
INV000894,SIP,12971,36-45,Female
INV002275,SIP,41982,18-25,Male
INV004547,SIP,4989,36-45,Female
INV000470,SIP,23091,26-35,Male
INV002869,SIP,9647,26-35,Male
INV001103,Lumpsum,281617,26-35,Female
INV001108,Redemption,162528,26-35,Male
INV004254,SIP,2620,36-45,Male
INV001858,SIP,8391,36-45,Male
INV004306,SIP,20942,26-35,Female
INV001287,Redemption,186672,36-45,Female
INV001579,Redemption,111886,46-55,Male
INV001595,Lumpsum,425658,56+,Male
INV004104,Lumpsum,336808,26-35,Male
INV001314,SIP,1071,26-35,Female
INV003459,SIP,5524,26-35,Female
INV004142,Lumpsum,282935,26-35,Male
INV004259,Redemption,399233,26-35,Female
INV000522,Lumpsum,465431,26-35,Female
INV003805,SIP,2309,26-35,Female
INV001256,SIP,13121,18-25,Male
INV001740,SIP,17898,36-45,Female
INV003102,Lumpsum,159511,18-25,Male
INV001241,SIP,5954,36-45,Female
INV002060,SIP,25739,36-45,Male
INV000981,Redemption,127608,36-45,Female
INV004252,SIP,28574,36-45,Male
INV000533,SIP,59960,56+,Male
INV004160,SIP,2856,18-25,Male
INV000966,Lumpsum,60065,26-35,Male
INV000899,SIP,29679,36-45,Male
INV002862,SIP,1644,56+,Male
INV001619,SIP,10381,36-45,Male
INV004135,SIP,2493,26-35,Female
INV003475,SIP,2200,26-35,Male
INV003473,Redemption,357217,26-35,Male
INV003793,SIP,1042,46-55,Male
INV001566,SIP,5930,18-25,Male
INV000972,Lumpsum,462564,18-25,Female
INV002900,SIP,13022,26-35,Female
INV002099,SIP,6379,36-45,Female
INV001690,SIP,25230,36-45,Male
INV002018,Lumpsum,507719,26-35,Female
INV004339,SIP,9500,26-35,Female
INV001982,SIP,9579,26-35,Male
INV000613,Redemption,189413,26-35,Male
INV000402,Lumpsum,257816,18-25,Male
INV002655,SIP,57952,56+,Male
INV003633,Lumpsum,247375,26-35,Male
INV002187,SIP,1729,36-45,Male
INV003017,Lumpsum,412755,56+,Male
INV003015,SIP,40332,18-25,Male
INV002716,SIP,4576,56+,Female
INV002465,SIP,10828,26-35,Female
INV004913,SIP,1748,26-35,Male
INV004694,SIP,8277,26-35,Male
INV004956,SIP,2100,46-55,Male
INV002153,SIP,8407,18-25,Female
INV001053,Lumpsum,366925,46-55,Female
INV001810,SIP,595,26-35,Female
INV002520,Lumpsum,260832,36-45,Male
INV001180,SIP,2950,26-35,Male
INV004452,Redemption,378854,26-35,Male
INV001880,SIP,2575,26-35,Male
INV002555,SIP,4490,36-45,Male
INV001165,SIP,24993,46-55,Female
INV000612,SIP,2887,18-25,Male
INV002541,Lumpsum,277250,46-55,Male
INV001870,SIP,59998,26-35,Male
INV004344,Lumpsum,481481,26-35,Male
INV003329,SIP,22411,56+,Male
INV002982,Redemption,398897,36-45,Male
INV004445,SIP,26223,36-45,Male
INV004288,SIP,6821,18-25,Female
INV001058,SIP,887,36-45,Male
INV003681,Lumpsum,433499,26-35,Female
INV000137,Lumpsum,338750,26-35,Female
INV001775,SIP,2029,26-35,Female
INV002040,SIP,20267,36-45,Female
INV002350,Lumpsum,76267,26-35,Male
INV004741,SIP,3042,26-35,Female
INV004044,Redemption,136744,46-55,Male
INV003734,SIP,412,56+,Male
INV001825,Lumpsum,325563,26-35,Male
INV002598,SIP,1766,26-35,Male
INV002950,SIP,8407,46-55,Female
INV001970,Redemption,161584,36-45,Male
INV001906,SIP,15051,36-45,Female
INV002331,Redemption,132828,26-35,Female
INV001851,SIP,517,26-35,Male
INV003395,SIP,24732,36-45,Male
INV000851,Lumpsum,265394,36-45,Male
INV002777,Lumpsum,408646,26-35,Male
INV003727,SIP,2027,18-25,Female
INV003528,SIP,1745,18-25,Female
INV001623,Redemption,163472,26-35,Female
INV003844,SIP,16467,26-35,Female
INV001033,SIP,17157,36-45,Male
INV000495,Lumpsum,165149,26-35,Female
INV004140,Lumpsum,386512,46-55,Female
INV004096,Lumpsum,439475,36-45,Male
INV000495,Redemption,205742,26-35,Female
INV004319,SIP,7177,18-25,Male
INV003342,Redemption,77874,56+,Male
INV000623,Lumpsum,88234,46-55,Male
INV001507,SIP,2855,26-35,Male
INV003902,Lumpsum,168063,26-35,Male
INV001508,Lumpsum,508657,46-55,Male
INV001291,Lumpsum,231562,46-55,Male
INV001591,SIP,2875,56+,Male
INV001757,Lumpsum,172956,46-55,Male
INV000242,Redemption,280493,36-45,Male
INV000949,SIP,836,26-35,Male
INV000998,SIP,2433,26-35,Female
INV004628,SIP,3259,36-45,Male
INV001395,Lumpsum,228006,56+,Male
INV003181,Lumpsum,111840,18-25,Female
INV003586,SIP,504,46-55,Male
INV001620,SIP,6845,26-35,Male
INV000314,Redemption,257363,26-35,Male
INV001315,Redemption,166814,46-55,Female
INV001319,Lumpsum,272291,26-35,Female
INV001118,Lumpsum,10145,18-25,Male
INV000319,SIP,2206,56+,Male
INV001455,SIP,5420,36-45,Male
INV004524,SIP,15699,18-25,Male
INV003920,Redemption,339906,26-35,Male
INV004974,SIP,2043,56+,Female
INV000761,SIP,54988,18-25,Female
INV004559,Redemption,266608,26-35,Male
INV003252,SIP,25221,46-55,Male
INV003165,SIP,4005,26-35,Male
INV002761,SIP,22750,26-35,Male
INV001772,SIP,8758,36-45,Male
INV004883,SIP,9626,26-35,Male
INV000930,Lumpsum,460432,18-25,Female
INV002770,Lumpsum,226935,36-45,Female
INV000784,Lumpsum,59590,36-45,Male
INV003708,Redemption,458929,46-55,Male
INV003150,Lumpsum,51891,26-35,Female
INV001867,Lumpsum,350738,26-35,Male
INV003849,SIP,17720,26-35,Male
INV004418,SIP,5358,26-35,Female
INV003978,SIP,1194,26-35,Female
INV004508,SIP,14696,36-45,Female
INV003865,SIP,2645,18-25,Female
INV004469,Lumpsum,58119,26-35,Female
INV004868,SIP,9366,36-45,Male
INV003527,SIP,414,36-45,Female
INV002586,SIP,3101,26-35,Female
INV000065,SIP,47265,46-55,Female
INV002368,SIP,2364,26-35,Male
INV000104,Lumpsum,417829,26-35,Male
INV001300,Redemption,245122,36-45,Female
INV003211,SIP,43293,36-45,Male
INV001067,SIP,3111,26-35,Male
INV003374,SIP,816,26-35,Male
INV003430,SIP,529,26-35,Female
INV003412,Lumpsum,72438,18-25,Male
INV000452,SIP,418,26-35,Male
INV003613,SIP,3051,26-35,Male
INV004689,Lumpsum,133410,26-35,Male
INV002994,Lumpsum,54606,18-25,Male
INV000810,SIP,3254,26-35,Male
INV001007,Lumpsum,425825,18-25,Male
INV001618,Redemption,251571,56+,Female
INV002677,SIP,3298,56+,Male
INV002751,Redemption,322995,36-45,Male
INV003453,SIP,8474,36-45,Male
INV002179,Lumpsum,372154,26-35,Female
INV000288,SIP,5869,26-35,Male
INV003387,Lumpsum,318624,36-45,Male
INV003713,Lumpsum,13394,36-45,Female
INV004892,SIP,994,26-35,Female
INV003516,SIP,9931,36-45,Female
INV003995,SIP,4350,36-45,Female
INV003994,SIP,40466,18-25,Male
INV004511,SIP,14102,46-55,Female
INV001788,SIP,47137,18-25,Female
INV001391,Redemption,540893,36-45,Male
INV003407,SIP,4940,26-35,Male
INV000912,SIP,10180,36-45,Male
INV003908,SIP,465,26-35,Female
INV000497,SIP,1040,36-45,Male
INV000205,SIP,10083,18-25,Male
INV003957,SIP,15777,36-45,Male
INV001664,Lumpsum,254965,36-45,Female
INV002633,Redemption,218084,26-35,Female
INV002913,SIP,21655,56+,Male
INV002961,SIP,2631,26-35,Male
INV001990,SIP,2789,26-35,Male
INV002307,SIP,28161,26-35,Male
INV004034,Redemption,338703,46-55,Male
INV002291,Lumpsum,492687,26-35,Male
INV004686,SIP,29197,36-45,Female
INV001998,SIP,1016,26-35,Male
INV003808,Lumpsum,265408,46-55,Female
INV004587,Lumpsum,304990,18-25,Male
INV001398,Lumpsum,140030,26-35,Female
INV000493,SIP,44398,18-25,Male
INV004498,Lumpsum,38109,26-35,Male
INV000662,SIP,13167,36-45,Female
INV004506,SIP,8840,46-55,Male
INV003582,SIP,8426,36-45,Male
INV004776,SIP,8268,36-45,Male
INV000855,SIP,1185,56+,Male
INV000100,SIP,58723,56+,Male
INV000331,Lumpsum,200432,36-45,Male
INV003708,Lumpsum,354016,46-55,Male
INV002415,SIP,47287,36-45,Male
INV000580,Lumpsum,312314,56+,Male
INV004833,Lumpsum,437811,26-35,Female
INV003731,SIP,576,26-35,Female
INV002658,Lumpsum,143656,26-35,Female
INV000558,Redemption,394171,56+,Female
INV001282,SIP,9883,18-25,Female
INV004574,SIP,7982,36-45,Male
INV001877,SIP,551,56+,Male
INV000954,SIP,3076,26-35,Female
INV000309,Lumpsum,483980,26-35,Male
INV001376,SIP,590,26-35,Male
INV001359,SIP,439,36-45,Female
INV000177,SIP,999,26-35,Male
INV002495,Redemption,104369,26-35,Male
INV001047,Lumpsum,194029,56+,Female
INV000537,SIP,5883,36-45,Female
INV001969,Lumpsum,546315,26-35,Male
INV000263,SIP,58446,56+,Male
INV003668,SIP,444,36-45,Female
INV001623,SIP,861,26-35,Female
INV000073,SIP,4776,18-25,Male
INV002967,SIP,16226,18-25,Female
INV001971,SIP,7386,26-35,Male
INV002626,SIP,8121,36-45,Male
INV003847,SIP,2637,26-35,Male
INV000607,Lumpsum,164795,56+,Male
INV004945,SIP,5904,36-45,Female
INV002343,SIP,5446,26-35,Male
INV000243,SIP,29199,26-35,Male
INV003829,SIP,503,36-45,Male
INV003007,Redemption,128820,26-35,Male
INV002198,SIP,5624,36-45,Female
INV000853,SIP,6183,26-35,Female
INV002655,Redemption,226689,56+,Male
INV000774,SIP,20996,36-45,Male
INV001308,SIP,1978,36-45,Male
INV001241,SIP,1847,36-45,Female
INV000466,SIP,14459,18-25,Male
INV004840,Lumpsum,373299,18-25,Male
INV004376,Lumpsum,227097,46-55,Female
INV003964,SIP,2650,26-35,Male
INV002928,Lumpsum,223067,26-35,Male
INV002834,Lumpsum,52184,18-25,Male
INV000858,Lumpsum,149672,36-45,Female
INV002387,Lumpsum,279066,26-35,Male
INV000181,Redemption,103213,36-45,Male
INV003604,SIP,23413,18-25,Female
INV003958,SIP,1072,18-25,Male
INV002933,Redemption,287274,36-45,Female
INV000733,Redemption,11947,18-25,Male
INV000104,SIP,6434,26-35,Male
INV001804,Lumpsum,463602,26-35,Male
INV002322,SIP,5281,18-25,Male
INV004988,SIP,21548,56+,Male
INV003223,SIP,850,26-35,Male
INV002416,Lumpsum,451804,26-35,Female
INV002892,SIP,1078,18-25,Male
INV004098,SIP,1790,26-35,Male
INV001375,SIP,2141,18-25,Male
INV002399,SIP,13638,46-55,Female
INV000671,Lumpsum,105156,36-45,Female
INV000394,Redemption,113970,26-35,Male
INV000874,SIP,16521,56+,Male
INV002260,Redemption,511461,26-35,Female
INV004314,SIP,52358,26-35,Male
INV004731,Redemption,474839,26-35,Male
INV001510,SIP,15303,26-35,Male
INV002134,Lumpsum,353967,26-35,Male
INV004066,SIP,24890,46-55,Male
INV003277,Lumpsum,435273,18-25,Male
INV004677,Lumpsum,382161,26-35,Male
INV001107,Lumpsum,301772,26-35,Male
INV001393,SIP,24059,56+,Male
INV004787,SIP,6437,26-35,Male
INV003487,Redemption,456349,26-35,Female
INV002098,SIP,552,26-35,Male
INV001928,SIP,7150,46-55,Female
INV002792,Redemption,282179,18-25,Male
INV003532,Lumpsum,40185,36-45,Female
INV000082,SIP,2532,26-35,Female
INV001724,SIP,5682,26-35,Female
INV004646,SIP,541,18-25,Female
INV000510,Lumpsum,166794,46-55,Male
INV000535,SIP,510,36-45,Male
INV000417,SIP,2262,26-35,Female
INV001413,SIP,50745,36-45,Male
INV004614,SIP,22504,18-25,Male
INV001641,Redemption,339374,26-35,Male
INV004517,SIP,6040,46-55,Female
INV003457,SIP,2522,36-45,Male
INV002388,Lumpsum,76209,18-25,Male
INV001893,SIP,14725,26-35,Female
INV002019,SIP,477,36-45,Male
INV003324,Redemption,184940,26-35,Male
INV002656,Lumpsum,198657,26-35,Male
INV003759,Redemption,28582,26-35,Male
INV003147,SIP,8058,26-35,Male
INV002414,Lumpsum,64163,26-35,Female
INV002722,SIP,2305,36-45,Female
INV003882,SIP,2690,36-45,Male
INV001299,SIP,1190,26-35,Male
INV000744,SIP,13644,56+,Female
INV004100,Redemption,399515,26-35,Male
INV003179,SIP,26993,36-45,Male
INV000803,SIP,10542,26-35,Female
INV004472,SIP,6585,26-35,Female
INV002949,SIP,53873,26-35,Female
INV002566,Lumpsum,236650,26-35,Female
INV002146,SIP,25249,26-35,Male
INV001534,SIP,2326,36-45,Male
INV004446,SIP,958,26-35,Male
INV003351,SIP,8263,26-35,Male
INV003388,Redemption,72161,56+,Female
INV002867,SIP,2659,18-25,Male
INV003053,Lumpsum,76439,46-55,Male
INV003597,SIP,4733,18-25,Male
INV003669,SIP,2899,18-25,Female
INV003665,SIP,7254,26-35,Female
INV002931,SIP,1727,56+,Female
INV001824,Redemption,253769,26-35,Female
INV002761,Redemption,131403,26-35,Male
INV002305,Lumpsum,134048,36-45,Male
INV004943,SIP,12779,26-35,Male
INV003918,Redemption,298235,56+,Male
INV001359,SIP,2195,36-45,Female
INV002277,Lumpsum,43267,26-35,Female
INV003977,SIP,29445,46-55,Male
INV004711,Redemption,239052,56+,Male
INV003146,SIP,7746,26-35,Male
INV001001,SIP,2246,26-35,Female
INV001921,Lumpsum,27251,26-35,Female
INV001323,SIP,17888,36-45,Male
INV002394,SIP,26412,46-55,Male
INV003226,Lumpsum,42437,26-35,Male
INV003118,Redemption,156305,26-35,Male
INV001711,SIP,912,46-55,Male
INV004950,SIP,3529,26-35,Male
INV002988,SIP,2703,36-45,Male
INV003393,SIP,21879,26-35,Male
INV000975,Redemption,272585,36-45,Male
INV002270,Lumpsum,97778,46-55,Female
INV000046,Lumpsum,156296,26-35,Female
INV000081,Redemption,376581,36-45,Male
INV002841,SIP,4204,26-35,Male
INV002513,SIP,20111,26-35,Female
INV000581,Lumpsum,82150,36-45,Male
INV000454,SIP,12465,18-25,Female
INV002461,SIP,1635,26-35,Male
INV000722,Lumpsum,510875,26-35,Female
INV002139,Lumpsum,445855,36-45,Female
INV001333,SIP,3401,26-35,Female
INV002989,SIP,5160,46-55,Male
INV000557,Redemption,323686,26-35,Male
INV004969,Lumpsum,501214,36-45,Male
INV003202,SIP,2113,46-55,Male
INV003611,Redemption,224334,18-25,Male
INV001977,SIP,8706,18-25,Female
INV001961,Lumpsum,203368,26-35,Male
INV001605,Lumpsum,272484,26-35,Female
INV002828,Lumpsum,350636,26-35,Male
INV002412,Lumpsum,273399,26-35,Male
INV003496,Lumpsum,66572,26-35,Male
INV000280,SIP,17980,26-35,Female
INV001656,SIP,3192,26-35,Male
INV002026,SIP,43435,26-35,Male
INV003594,Lumpsum,174589,18-25,Male
INV002759,Lumpsum,354050,36-45,Male
INV004847,SIP,4940,26-35,Female
INV001479,SIP,3043,26-35,Female
INV003130,Redemption,127921,18-25,Male
INV004243,Redemption,83177,36-45,Female
INV000261,Redemption,139957,18-25,Male
INV003803,Lumpsum,375831,26-35,Male
INV004280,Lumpsum,178925,26-35,Female
INV003951,SIP,11820,18-25,Male
INV000497,Lumpsum,295357,36-45,Male
INV002912,SIP,1087,26-35,Female
INV001291,SIP,8629,46-55,Male
INV003793,SIP,57596,46-55,Male
INV004492,SIP,5975,26-35,Male
INV001844,SIP,15302,26-35,Female
INV001425,SIP,5857,26-35,Male
INV002127,Lumpsum,446935,18-25,Male
INV003713,SIP,2356,36-45,Female
INV002679,SIP,57103,36-45,Male
INV002799,Lumpsum,84735,36-45,Male
INV002184,Lumpsum,418302,36-45,Female
INV002277,SIP,2072,26-35,Female
INV002654,SIP,411,36-45,Female
INV004165,SIP,9234,26-35,Male
INV001547,Lumpsum,363822,36-45,Male
INV003696,SIP,2631,18-25,Female
INV003248,SIP,3269,26-35,Male
INV004297,Lumpsum,275071,36-45,Female
INV002284,SIP,24947,36-45,Male
INV004922,SIP,6521,56+,Male
INV003601,SIP,27866,26-35,Female
INV004626,SIP,2637,18-25,Female
INV002207,SIP,5011,26-35,Female
INV004780,SIP,43017,36-45,Male
INV004381,Lumpsum,61953,46-55,Female
INV002910,SIP,29517,26-35,Female
INV003770,Lumpsum,272053,46-55,Male
INV004916,SIP,9608,26-35,Male
INV001679,Lumpsum,11769,36-45,Female
INV003771,SIP,2653,46-55,Male
INV001612,SIP,2007,26-35,Female
INV003940,Lumpsum,109140,36-45,Male
INV000774,SIP,2929,36-45,Male
INV002359,Lumpsum,136118,36-45,Male
INV001584,Redemption,66422,26-35,Male
INV000772,Lumpsum,97200,56+,Female
INV001132,SIP,6240,46-55,Female
INV001625,Lumpsum,198622,46-55,Female
INV000797,SIP,50998,36-45,Female
INV003936,SIP,586,36-45,Male
INV000057,SIP,28928,36-45,Male
INV000671,Lumpsum,307772,36-45,Female
INV004493,SIP,510,36-45,Male
INV002631,Redemption,495162,46-55,Female
INV001138,SIP,1696,46-55,Female
INV001220,Lumpsum,56321,36-45,Male
INV001460,SIP,12412,36-45,Male
INV000020,Lumpsum,367585,36-45,Female
INV004942,Lumpsum,125054,26-35,Female
INV000698,SIP,7496,18-25,Male
INV001448,Lumpsum,77723,26-35,Female
INV002126,Redemption,89696,26-35,Female
INV004734,SIP,4261,36-45,Male
INV000090,Redemption,281549,26-35,Female
INV001304,Lumpsum,302198,26-35,Male
INV003695,Redemption,213469,36-45,Male
INV003899,SIP,5317,36-45,Female
INV000783,Lumpsum,186658,46-55,Male
INV000665,SIP,16682,26-35,Female
INV001024,Redemption,284446,18-25,Female
INV000370,SIP,6492,26-35,Female
INV001990,Lumpsum,254863,26-35,Male
INV002766,SIP,7074,26-35,Female
INV003230,Redemption,159930,18-25,Female
INV004836,SIP,2773,26-35,Male
INV002460,SIP,2660,36-45,Male
INV003465,Redemption,281266,36-45,Female
INV002488,SIP,8061,26-35,Male
INV002331,Lumpsum,464157,26-35,Female
INV000221,Lumpsum,155254,36-45,Female
INV004548,SIP,58238,36-45,Female
INV004687,Redemption,182432,36-45,Female
INV004791,Lumpsum,122411,18-25,Female
INV002339,Lumpsum,41652,36-45,Male
INV002786,SIP,4868,26-35,Female
INV002575,Redemption,184714,18-25,Male
INV000028,SIP,932,18-25,Female
INV002954,Redemption,71132,26-35,Female
INV002207,Redemption,430286,26-35,Female
INV002992,Redemption,26172,26-35,Male
INV002708,Redemption,402250,26-35,Male
INV004596,Lumpsum,20856,26-35,Male
INV002841,SIP,2184,26-35,Male
INV000194,Redemption,288609,36-45,Male
INV002581,Redemption,336586,26-35,Male
INV004848,Lumpsum,239220,26-35,Male
INV000042,Redemption,490971,26-35,Female
INV004974,SIP,8432,56+,Female
INV004543,Lumpsum,91342,36-45,Female
INV000148,SIP,16300,18-25,Female
INV000621,Lumpsum,20090,56+,Female
INV004152,Redemption,136494,56+,Male
INV003215,Redemption,409267,26-35,Female
INV001844,Lumpsum,352669,26-35,Female
INV004281,Lumpsum,548937,26-35,Female
INV004512,SIP,4709,26-35,Male
INV003695,SIP,2112,36-45,Male
INV001166,Lumpsum,207397,26-35,Male
INV003327,Redemption,220785,36-45,Female
INV000885,SIP,47708,26-35,Male
INV001287,SIP,2329,36-45,Female
INV003158,SIP,4714,26-35,Male
INV003308,SIP,7571,56+,Male
INV000961,SIP,2894,36-45,Male
INV003617,Lumpsum,13977,36-45,Male
INV004425,SIP,1077,26-35,Female
INV001213,Lumpsum,203207,36-45,Male
INV003913,SIP,2301,36-45,Male
INV000913,Lumpsum,500105,26-35,Female
INV001951,SIP,4951,26-35,Male
INV001570,Redemption,196815,26-35,Male
INV004196,SIP,49488,46-55,Male
INV004442,SIP,1060,18-25,Male
INV003998,Lumpsum,320880,26-35,Male
INV003705,Lumpsum,100100,26-35,Male
INV003140,SIP,1790,26-35,Male
INV001391,SIP,5906,36-45,Male
INV003892,SIP,50761,46-55,Male
INV001839,Lumpsum,24985,26-35,Male
INV001900,SIP,875,36-45,Female
INV001912,Lumpsum,481883,26-35,Male
INV003824,SIP,2823,26-35,Male
INV003556,Lumpsum,72900,18-25,Male
INV000830,SIP,11524,36-45,Female
INV000877,SIP,56767,36-45,Female
INV001635,Lumpsum,55610,26-35,Male
INV004202,SIP,10473,36-45,Female
INV000487,Redemption,438388,36-45,Male
INV003405,SIP,4659,26-35,Male
INV000913,Lumpsum,203390,26-35,Female
INV002304,SIP,10476,46-55,Male
INV004366,Redemption,295929,46-55,Female
INV004410,SIP,941,36-45,Male
INV002737,Redemption,144555,18-25,Female
INV004207,SIP,5802,56+,Female
INV001275,Redemption,334868,36-45,Female
INV001758,Lumpsum,415268,18-25,Female
INV004371,SIP,25410,26-35,Female
INV001373,Lumpsum,98898,26-35,Female
INV002211,SIP,16844,26-35,Male
INV004857,Lumpsum,286057,26-35,Male
INV000559,SIP,1138,26-35,Male
INV003526,SIP,1970,36-45,Male
INV001771,Lumpsum,265220,46-55,Male
INV002458,SIP,50247,18-25,Male
INV000642,SIP,21407,26-35,Male
INV000783,Lumpsum,152245,46-55,Male
INV001631,SIP,5538,36-45,Male
INV001269,SIP,2232,26-35,Male
INV003964,SIP,5972,26-35,Male
INV003613,Lumpsum,320148,26-35,Male
INV001220,SIP,817,36-45,Male
INV004629,SIP,17370,18-25,Female
INV001779,Lumpsum,492418,36-45,Male
INV000393,Redemption,446392,36-45,Male
INV000867,Lumpsum,299588,26-35,Male
INV000042,SIP,55677,26-35,Female
INV002626,SIP,24480,36-45,Male
INV000806,Lumpsum,410897,46-55,Male
INV004602,SIP,5885,26-35,Female
INV000275,Redemption,223031,26-35,Male
INV000613,SIP,9023,26-35,Male
INV001460,SIP,4613,36-45,Male
INV004294,SIP,53393,56+,Female
INV001506,Lumpsum,245881,26-35,Female
INV001169,SIP,16238,36-45,Female
INV003995,SIP,864,36-45,Female
INV003185,SIP,17836,26-35,Female
INV002243,SIP,2792,26-35,Male
INV003033,SIP,575,36-45,Male
INV004876,SIP,1053,18-25,Male
INV001986,SIP,20459,36-45,Female
INV000224,Redemption,117055,26-35,Male
INV001757,Lumpsum,394463,46-55,Male
INV000588,SIP,1886,36-45,Female
INV002956,Lumpsum,577928,36-45,Female
INV004513,Lumpsum,458839,36-45,Female
INV001954,SIP,12315,26-35,Male
INV002145,Redemption,449069,36-45,Male
INV004421,SIP,2136,26-35,Male
INV003223,SIP,10085,26-35,Male
INV002608,SIP,42344,36-45,Female
INV004015,SIP,558,18-25,Female
INV000437,Lumpsum,555270,26-35,Female
INV004961,Lumpsum,25150,36-45,Male
INV001744,SIP,1044,26-35,Male
INV002629,SIP,17760,36-45,Male
INV000274,SIP,7002,26-35,Male
INV004443,Lumpsum,438530,26-35,Female
INV000584,Lumpsum,418795,46-55,Female
INV000548,Lumpsum,233831,36-45,Male
INV004225,Lumpsum,152320,26-35,Male
INV003779,SIP,7704,26-35,Male
INV004920,SIP,7083,56+,Male
INV001174,Lumpsum,131768,36-45,Male
INV001006,Redemption,343183,56+,Female
INV004633,Redemption,216174,18-25,Female
INV002131,Redemption,183929,46-55,Male
INV004917,SIP,24703,26-35,Male
INV003590,SIP,2701,46-55,Female
INV003920,SIP,5083,26-35,Male
INV000189,Lumpsum,105769,36-45,Male
INV001145,SIP,856,18-25,Female
INV004938,SIP,6595,18-25,Male
INV002030,Lumpsum,422384,36-45,Male
INV003171,Redemption,280716,36-45,Female
INV003566,Redemption,247946,26-35,Male
INV003536,Redemption,388934,36-45,Male
INV000253,SIP,26261,26-35,Female
INV003936,Lumpsum,493266,36-45,Male
INV002668,Lumpsum,290449,26-35,Male
INV003158,SIP,2074,26-35,Male
INV003158,SIP,2388,26-35,Male
INV002896,SIP,1905,26-35,Male
INV000079,SIP,1079,26-35,Male
INV000032,Redemption,374154,36-45,Male
INV001752,SIP,1153,26-35,Female
INV000616,Lumpsum,542928,36-45,Male
INV002882,Redemption,304225,36-45,Male
INV003227,SIP,2695,36-45,Male
INV003009,SIP,3082,26-35,Male
INV001284,SIP,24551,36-45,Male
INV002177,SIP,2544,26-35,Male
INV004237,SIP,2430,36-45,Male
INV003908,SIP,3163,26-35,Female
INV000657,SIP,2271,26-35,Female
INV001110,Redemption,114866,26-35,Male
INV003381,Redemption,14150,36-45,Female
INV003324,Redemption,576758,26-35,Male
INV001066,Lumpsum,314748,26-35,Male
INV000530,Lumpsum,46713,18-25,Male
INV000223,SIP,3273,26-35,Male
INV003844,Lumpsum,397726,26-35,Female
INV001255,SIP,2879,26-35,Male
INV001023,SIP,4274,36-45,Male
INV000865,SIP,26677,26-35,Male
INV003712,SIP,55025,46-55,Male
INV000312,Redemption,528668,18-25,Male
INV000495,Lumpsum,210318,26-35,Female
INV000318,SIP,8203,46-55,Female
INV004283,SIP,45663,26-35,Male
INV002462,SIP,7150,36-45,Male
INV000221,SIP,1147,36-45,Female
INV002744,SIP,10686,36-45,Male
INV001051,SIP,6502,26-35,Male
INV004680,SIP,409,36-45,Male
INV001895,Lumpsum,208680,36-45,Male
INV004166,Redemption,189745,26-35,Male
INV000072,Redemption,590635,18-25,Female
INV002869,Lumpsum,147396,26-35,Male
INV000830,SIP,7824,36-45,Female
INV003683,SIP,10577,26-35,Female
INV000701,SIP,3199,36-45,Female
INV003927,SIP,2058,36-45,Female
INV001564,SIP,8651,46-55,Male
INV003037,SIP,1610,18-25,Female
INV002094,SIP,29767,26-35,Female
INV001933,Lumpsum,126992,26-35,Male
INV003928,SIP,51667,36-45,Male
INV003580,SIP,17051,26-35,Male
INV003684,Lumpsum,529049,36-45,Male
INV003043,SIP,587,26-35,Male
INV000639,SIP,53339,18-25,Female
INV001079,SIP,58029,26-35,Male
INV003124,Lumpsum,236095,36-45,Male
INV003345,SIP,4704,26-35,Female
INV002227,Lumpsum,106087,26-35,Female
INV002870,Lumpsum,13883,26-35,Female
INV000038,Lumpsum,237886,56+,Female
INV003054,SIP,4822,56+,Female
INV003815,SIP,9785,36-45,Male
INV003906,SIP,820,36-45,Male
INV003355,Redemption,441044,26-35,Female
INV002872,SIP,417,36-45,Male
INV004025,Lumpsum,294086,56+,Male
INV002712,SIP,20347,46-55,Male
INV001345,Lumpsum,175458,26-35,Male
INV001651,Redemption,5101,18-25,Male
INV002712,SIP,9060,46-55,Male
INV004519,SIP,9469,18-25,Female
INV001202,SIP,6835,26-35,Male
INV000709,Lumpsum,256660,26-35,Female
INV000574,Redemption,160777,46-55,Female
INV001671,SIP,2769,56+,Male
INV002458,SIP,16299,18-25,Male
INV001740,Redemption,171037,36-45,Female
INV002926,SIP,8288,26-35,Male
INV001024,Lumpsum,267420,18-25,Female
INV004764,SIP,927,46-55,Female
INV003785,SIP,58728,36-45,Male
INV002154,SIP,8237,36-45,Male
INV001236,SIP,898,46-55,Male
INV001497,SIP,2525,36-45,Male
INV002182,SIP,2246,36-45,Male
INV001074,SIP,2141,56+,Female
INV000623,SIP,1750,46-55,Male
INV000779,Lumpsum,314218,36-45,Male
